trade_name;substance_name;ean_code
Lixiana;Edoxabanum;05901549325096
Lixiana;Edoxabanum;05901549325072
Lixiana;Edoxabanum;05901549325089
Innovax-ILT;Szczepionka przeciw zakaźnemu zapaleniu krtani i tchawicy (ILT) oraz przeciw chorobie Mareka (MD);5909991230623
Innovax-ILT;Szczepionka przeciw zakaźnemu zapaleniu krtani i tchawicy (ILT) oraz przeciw chorobie Mareka (MD);5909991230630
Innovax-ILT;Szczepionka przeciw zakaźnemu zapaleniu krtani i tchawicy (ILT) oraz przeciw chorobie Mareka (MD);8713184223357
Innovax-ILT;Szczepionka przeciw zakaźnemu zapaleniu krtani i tchawicy (ILT) oraz przeciw chorobie Mareka (MD);8713184223326
Innovax-ILT;Szczepionka przeciw zakaźnemu zapaleniu krtani i tchawicy (ILT) oraz przeciw chorobie Mareka (MD);8713184223319
Pregabalin Viatris;Pregabalinum;05901797710736
Pregabalin Viatris;Pregabalinum;05901797710538
Pregabalin Viatris;Pregabalinum;05901797710545
Pregabalin Viatris;Pregabalinum;05901797710552
Pregabalin Viatris;Pregabalinum;05901797710569
Trexan Neo;Methotrexatum;05909991303549
Trexan Neo;Methotrexatum;05909991303556
Trexan Neo;Methotrexatum;05909991303563
Trexan Neo;Methotrexatum;05909991303570
Trexan Neo;Methotrexatum;05909991303600
Trexan Neo;Methotrexatum;05909991303617
Trexan Neo;Methotrexatum;05909991452995
Trexan Neo;Methotrexatum;05909991477554
Trexan Neo;Methotrexatum;06432100058607
Lidocaine Accord;Lidocaini hydrochloridum;05909991248703
Lidocaine Accord;Lidocaini hydrochloridum;05909991248710
Lidocaine Accord;Lidocaini hydrochloridum;05909991248727
Lidocaine Accord;Lidocaini hydrochloridum;05909991248734
Lidocaine Accord;Lidocaini hydrochloridum;05909991248741
Lidocaine Accord;Lidocaini hydrochloridum;05909991248758
Lidocaine Accord;Lidocaini hydrochloridum;05909991248765
Lidocaine Accord;Lidocaini hydrochloridum;05909991248772
Lidocaine Accord;Lidocaini hydrochloridum;05055565745083
Lidocaine Accord;Lidocaini hydrochloridum;05909991248789
Lidocaine Accord;Lidocaini hydrochloridum;05909991248796
Lidocaine Accord;Lidocaini hydrochloridum;05909991248802
Lidocaine Accord;Lidocaini hydrochloridum;05909991248819
Lidocaine Accord;Lidocaini hydrochloridum;05909991248826
Lidocaine Accord;Lidocaini hydrochloridum;05909991248833
Lidocaine Accord;Lidocaini hydrochloridum;05909991248840
Lidocaine Accord;Lidocaini hydrochloridum;05055565745106
Lidocaine Accord;Lidocaini hydrochloridum;05055565745090
Lidocaine Accord;Lidocaini hydrochloridum;05055565745113
Duloxetine Viatris;Duloxetinum;05902020926566
Duloxetine Viatris;Duloxetinum;05902020926597
Duloxetine Viatris;Duloxetinum;05902020926573
Duloxetine Viatris;Duloxetinum;05902020926603
Duloxetine Viatris;Duloxetinum;05902020926610
Duloxetine Viatris;Duloxetinum;05902020926627
Duloxetine Viatris;Duloxetinum;05902020926580
Duloxetine Viatris;Duloxetinum;05902020926634
Duloxetine Viatris;Duloxetinum;05902020926641
Duloxetine Viatris;Duloxetinum;05902020926658
Duloxetine Viatris;Duloxetinum;05902020926818
Duloxetine Viatris;Duloxetinum;05901797710071
Duloxetine Viatris;Duloxetinum;05901797710644
Duloxetine Viatris;Duloxetinum;05901797710651
Duloxetine Viatris;Duloxetinum;05902020926665
Duloxetine Viatris;Duloxetinum;05902020926672
Duloxetine Viatris;Duloxetinum;05902020926689
Duloxetine Viatris;Duloxetinum;05902020926696
Duloxetine Viatris;Duloxetinum;05902020926702
Duloxetine Viatris;Duloxetinum;05902020926719
Duloxetine Viatris;Duloxetinum;05902020926726
Duloxetine Viatris;Duloxetinum;05902020926733
Duloxetine Viatris;Duloxetinum;05902020926740
Duloxetine Viatris;Duloxetinum;05902020926757
Duloxetine Viatris;Duloxetinum;05902020926825
Duloxetine Viatris;Duloxetinum;05901797710088
Duloxetine Viatris;Duloxetinum;05901797710668
Duloxetine Viatris;Duloxetinum;05901797710675
Dekristol;Cholecalciferolum;05909991324650
Dekristol;Cholecalciferolum;05909991324667
Dekristol;Cholecalciferolum;05909991527471
Auglavin PPH;Amoxicillinum + Acidum clavulanicum;05909991343231
Auglavin PPH;Amoxicillinum + Acidum clavulanicum;05909991343248
Auglavin PPH;Amoxicillinum + Acidum clavulanicum;05909991343255
Auglavin PPH;Amoxicillinum + Acidum clavulanicum;05909991343262
Auglavin PPH Extra;Amoxicillinum + Acidum clavulanicum;05909991343279
Levomer;Levofloxacinum;05906414002546
Tiapridal;Tiapridum;05909991230722
Tiapridal;Tiapridum;05909991230739
Canespor;Bifonazolum;05909991230753
Agen 10;Amlodipinum;05909991230845
Agen 10;Amlodipinum;05909991230852
Agen 10;Amlodipinum;05909991230869
Daylette;Drospirenonum + Ethinylestradiolum;05909991230975
Daylette;Drospirenonum + Ethinylestradiolum;05909991230982
Daylette;Drospirenonum + Ethinylestradiolum;05909991230999
Lecalpin;Lercanidipini hydrochloridum;05909991231026
Lecalpin;Lercanidipini hydrochloridum;05909991432935
Afenix;Solifenacini succinas;05909991349288
Afenix;Solifenacini succinas;05909991349295
Afenix;Solifenacini succinas;05909991349301
Afenix;Solifenacini succinas;05909991349318
Afenix;Solifenacini succinas;05909991349325
Afenix;Solifenacini succinas;05909991349332
Afenix;Solifenacini succinas;05909991349349
Afenix;Solifenacini succinas;05909991349356
Afenix;Solifenacini succinas;05909991349363
Afenix;Solifenacini succinas;05909991349370
Rabipur;Vaccinum rabiei ex cellulis ad usum humanum Szczepionka przeciw wściekliźnie stosowana u ludzi, produkowana w hodowlach komórkowych;05909991307646
Duloxetine Zentiva;Duloxetinum;05909991231033
Duloxetine Zentiva;Duloxetinum;05909991231040
Duloxetine Zentiva;Duloxetinum;05909991231057
Duloxetine Zentiva;Duloxetinum;05909991423636
Duloxetine Zentiva;Duloxetinum;05909991423643
Duloxetine Zentiva;Duloxetinum;05909991423636
Duloxetine Zentiva;Duloxetinum;05909991231064
Duloxetine Zentiva;Duloxetinum;05909991231071
Duloxetine Zentiva;Duloxetinum;05909991231088
Duloxetine Zentiva;Duloxetinum;05909991231095
Duloxetine Zentiva;Duloxetinum;05909991231071
Preductal MR;Trimetazidini dihydrochloridum;05909991231286
Dexak SL;Dexketoprofenum;05909991231408
Dexak SL;Dexketoprofenum;05909991231415
Dexak SL;Dexketoprofenum;05909991231422
Afenix;Solifenacini succinas;05909991349189
Afenix;Solifenacini succinas;05909991349196
Afenix;Solifenacini succinas;05909991349202
Afenix;Solifenacini succinas;05909991349219
Afenix;Solifenacini succinas;05909991349226
Afenix;Solifenacini succinas;05909991349233
Afenix;Solifenacini succinas;05909991349240
Afenix;Solifenacini succinas;05909991349257
Afenix;Solifenacini succinas;05909991349264
Afenix;Solifenacini succinas;05909991349271
Farydak;Panobinostatum;05909991231545
Farydak;Panobinostatum;05909991231552
Farydak;Panobinostatum;05909991231569
Farydak;Panobinostatum;05909991231590
Farydak;Panobinostatum;05909991231606
Farydak;Panobinostatum;05909991231613
Farydak;Panobinostatum;05909991231620
Farydak;Panobinostatum;05909991231637
Farydak;Panobinostatum;05909991231644
Monural;Fosfomycinum trometamolum;05909991231651
Sildenafil Espefa;Sildenafilum;05909991266875
Cholinex Direct;Flurbiprofenum;05909991330002
Cholinex Direct;Flurbiprofenum;05909991330019
Cholinex Direct;Flurbiprofenum;05909991513801
Pregabalin Sandoz;Pregabalinum;05907626704792
Pregabalin Sandoz;Pregabalinum;05907626704808
Pregabalin Sandoz;Pregabalinum;05907626704815
Pregabalin Sandoz;Pregabalinum;05907626704822
Pregabalin Sandoz;Pregabalinum;05907626704839
Pregabalin Sandoz;Pregabalinum;05907626704846
Pregabalin Sandoz;Pregabalinum;05907626704853
Pregabalin Sandoz;Pregabalinum;05907626704860
Pregabalin Sandoz;Pregabalinum;05907626704877
Pregabalin Sandoz;Pregabalinum;05907626704884
Pregabalin Sandoz;Pregabalinum;05907626704891
Pregabalin Sandoz;Pregabalinum;05907626704907
Pregabalin Sandoz;Pregabalinum;05907626704921
Pregabalin Sandoz;Pregabalinum;05907626704938
Pregabalin Sandoz;Pregabalinum;05907626704914
Pregabalin Sandoz;Pregabalinum;05907626704945
Mirtagen;Mirtazapinum;05909991231743
Paracetamol Accord;Paracetamolum;05909991290399
Paracetamol Accord;Paracetamolum;05909991290405
Paracetamol Accord;Paracetamolum;05909991290412
Paracetamol Accord;Paracetamolum;05909991290429
Paracetamol Accord;Paracetamolum;05909991290436
Paracetamol Accord;Paracetamolum;05909991290443
Paracetamol Accord;Paracetamolum;05909991290450
Paracetamol Accord;Paracetamolum;05909991290467
Paracetamol Accord;Paracetamolum;05909991290474
Paracetamol Accord;Paracetamolum;05909991290481
Paracetamol Accord;Paracetamolum;05909991290498
Paracetamol Accord;Paracetamolum;05909991290504
Pregabalin Sandoz;Pregabalinum;05907626704952
Pregabalin Sandoz;Pregabalinum;05907626704969
Pregabalin Sandoz;Pregabalinum;05907626704976
Pregabalin Sandoz;Pregabalinum;05907626704983
Pregabalin Sandoz;Pregabalinum;05907626704990
Pregabalin Sandoz;Pregabalinum;05907626705010
Pregabalin Sandoz;Pregabalinum;05907626705003
Pregabalin Sandoz;Pregabalinum;05907626705027
Pregabalin Sandoz;Pregabalinum;05907626705034
Pregabalin Sandoz;Pregabalinum;05907626705041
Pregabalin Sandoz;Pregabalinum;05907626705058
Pregabalin Sandoz;Pregabalinum;05907626705065
Pregabalin Sandoz;Pregabalinum;05907626705119
Pregabalin Sandoz;Pregabalinum;05907626705072
Pregabalin Sandoz;Pregabalinum;05907626705089
Pregabalin Sandoz;Pregabalinum;05907626705126
Pregabalin Sandoz;Pregabalinum;05907626705096
Pregabalin Sandoz;Pregabalinum;05907626705133
Pregabalin Sandoz;Pregabalinum;05907626705102
Pregabalin Sandoz;Pregabalinum;05907626705157
Pregabalin Sandoz;Pregabalinum;05907626705164
Pregabalin Sandoz;Pregabalinum;05907626705140
Pregabalin Sandoz;Pregabalinum;05907626705171
Pregabalin Sandoz;Pregabalinum;05903792743467
Pregabalin Sandoz;Pregabalinum;05903792743474
Agen 5;Amlodipinum;05909991231811
Agen 5;Amlodipinum;05909991231828
Agen 5;Amlodipinum;05909991231873
Pregabalin Sandoz;Pregabalinum;05907626705188
Pregabalin Sandoz;Pregabalinum;05907626705195
Pregabalin Sandoz;Pregabalinum;05907626705201
Pregabalin Sandoz;Pregabalinum;05907626705225
Pregabalin Sandoz;Pregabalinum;05907626705232
Pregabalin Sandoz;Pregabalinum;05907626705218
Dynexan;Lidocaini hydrochloridum;05909991231903
Pregabalin Sandoz;Pregabalinum;05907626705249
Pregabalin Sandoz;Pregabalinum;05907626705256
Pregabalin Sandoz;Pregabalinum;05907626705263
Pregabalin Sandoz;Pregabalinum;05907626705270
Pregabalin Sandoz;Pregabalinum;05907626705287
Pregabalin Sandoz;Pregabalinum;05907626705294
Pregabalin Sandoz;Pregabalinum;05907626705300
Pregabalin Sandoz;Pregabalinum;05907626705317
